Title,Author,Series,Settings,Blurb,Genres,Pages,Publication Info,Image URL,Character,ISBN,Language
U!,Donna Rosamayna,,,"Lilia: Cewek, enam belas tahun. Kehilangan sosok Ibu saat berumur empat tahun, manja banget sama papanya, belum pernah pacaran.  Niko: Cowok, delapan belas tahun. Kebetulan tetangga Kyra, sahabat Lilia. Cakep, keren, gaul, jago main basket, dan pintar main piano.  Kalau Lilia dan Niko jadian, kayaknya bakal happy ending. Apalagi Lilia suka sama Niko sejak lama. Karena itu, dengan semangat empat lima, Kyra bertugas jadi comblang hubungan mereka berdua.  Tapiii... Niko kan gak cuma satu!! Bagaimana kalau ada Niko yang lain? Cowok dua puluh lima tahun, kerja kantoran, workhaholic, berkacamata, digandrungi banyak cewek, dan playboy.  Dan Kyra... sangat tidak suka Niko kedua!!  Kalau begini, apa bakal tetap happy ending?!","Romance, Indonesian Literature, Novels","322 pages, Paperback","January 1, 2006 by Gramedia Pustaka Utama",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1485761064i/6496901.jpg,,(ISBN10: 9792220127),Indonesian
Cermin Merah,Nano Riantiarno,Cermin (#1),,,,"426 pages, Paperback","January 1, 2004 by Grasindo",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1459142080i/1692088.jpg,,9789797328931 (ISBN10: 9797328937),Indonesian
Aerial,Sitta Karina,Aerial (#1),,"""""Kamu familiar. Bau darahmu familiar."""" """"Aku sama sekali tidak mengenalmu."""" """"Kamu tahu siapa aku, Putri.""""  Sadira si Putri Matahari dan Hassya sang Pangeran Kegelapan merupakan musuh bebuyutan dari dua negeri yang saling bertolak belakang, yang satu menjadikan matahari sebagai sumber hidupnya, satu lagi akan terbakar apabila terpapar langsung oleh sinarnya. Awalnya Sadira berpikir klan Kegelapan adalah sekumpulan monster sampai tanpa sengaja ia diselamatkan oleh Hassya yang berkulit pucat, tampan, dingin, seenaknya sendiri, namun memiliki sorot mata yang jujur.  Menurut ramalan kuno, apabila mereka bersatu maka kedua bangsa tersebut akan menghadapi kehancuran. Namun Hassya bertekad akan melawan apa pun yang menghalangi mereka dan menjadi pelindung bagi Sadira.  Untuk mencegah kehancuran tersebut, Antya, adik Sadira, dan Linc, si kuda terbang putih, berusaha memanggil penolong dari dunia lain---Laskar dan Sashika, pelajar SMU Surya Ilmu---dunia yang hutannya tidak seindah di negeri mereka serta dipenuhi bangunan pencakar langit.  Dunia yang akan mendukung cinta Sadira dan Hassya sepenuhnya.","Fantasy, Romance, Indonesian Literature, Novels, Fiction, Young Adult, Drama","332 pages, Paperback","January 1, 2009 by Gramedia Pustaka Utama",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1235353805i/6283599.jpg,"Sadira, Hassya",9789792243116,Indonesian
Jalan Bandungan,Nh. Dini,,,"""""Ah manusia! Selalu tergiur oleh 'seandainya'. Seolah-olah dengan perkataan itu kita bisa membentuk dunia baru atau kehidupan lain yang sesuai dengan idaman masing-masing."""" Demikian kata hati Muryati ketika menerima berita bahwa tawanan Pulau Buru akan dibebaskan. Berita ini dia terima dari Winar, sahabatnya.  Muryati adalah seorang dari ribuan wanita yang tidak pernah tahu ke mana pasangan hidupnya pergi sesudah waktu kantor selesai. Kalau suami berkata """"akan rapat,"""" atau """"menengok rekan yang sakit,"""" atau """"ke Pak RT merundingkan soal warga kampung,"""" istri tentu percaya saja. Lelaki begitu leluasa meninggalkan rumah jika kesal mendengar rengekan anak, kalau pusing memikirkan serba tanggung jawab keuangan rumahtangga, bahkan pergi ke tempat tertentu bertemu dengan orang-orang tertentu guna membicarakan hal yang berlawanan dengan politik Pemerintah. Sedangkan para istri 24 jam terikat di rumah bersama kerepotan kehidupannya yang itu-itu melulu.  Lalu pada suatu hari, Muryati diberitahu bahwa suaminya terlibat. Mulai saat itu, perkataan """"terlibat"""" akan menyertainya dalam seluruh kelanjutan hidupnya yang tiba-tiba menjadi jungkir balik. Bagaikan dijangkiti penyakit menular, tetangga dan lingkungannya mengucilkan dia. Bahkan saudara kandung dan kerabat dekatnya sekalipun. Dalam usahanya untuk meraih kembali pekerjaan yang telah dia tinggalkan lebih dari sepuluh tahun, di mana-mana pintu tertutup. Muka masam, kalimat sindiran atau mentah-mentah tolakan: khawatir dicurigai, takut terlibat!  Namun dalam kegelapan masa depan itu, lengan ibunya terbuka lebar merengkuhnya: Muryati kembali ke rumah orangtua bersama anak-anaknya. Dan ketegaran Ibu, si pedagang kecil inilah yang mengilhami kegigihan perjuangan Muryati untuk berjuang, mencari selinapan peluang di sana-sini, demi harga diri sebagai perempuan dan kemampuan orangtua tunggal yang membesarkan anak. Beruntun akan dia alami berbagai """"bumbu"""" kehidupan. Malahan dia terpilih di antara sedikit orang yang di masa itu berkesempatan belajar ke luar negeri. Bahkan kebahagiaan yang sangat mewah: pengalaman mencintai dan dicintai laki-laki yang dia kira akan merupakan puncak jalan kehidupannya ....","Fiction, Novels, Indonesian Literature, Literature","378 pages, Paperback","January 1, 1989 by Gramedia Pustaka Utama",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1248698890i/6650380.jpg,,,Indonesian
Dimsum Terakhir,Clara Ng,,Indonesia,"Empat perempuan kembar yang mempunyai empat kehidupan berbeda. Empat masa depan yang membingungkan. Empat rahasia masa lalu yang menghantui. Dan satu usia biologis yang terus-menerus berdetik.  Siska Yuanita, Indah Pratidina, Rosi Liliani, dan Novera Kresnawati terpaksa harus pulang untuk mendampingi ayah yang diprediksi tidak punya harapan hidup lagi. Mereka tidak pernah menyangka bahwa kesempatan berkumpul kembali ternyata mengubah segalanya. Pertanyaan-pertanyaan penting tentang kehidupan bermunculan, termasuk ketakutan, kecemasan, dan keangkuhan mengakui bahwa kehidupan dan kematian hanyalah sekadar garis tipis.  Dimsum Terakhir adalah drama penuh harum memikat, cerdas, dan dituturkan dengan amat indah oleh novelis bestseller Indonesia, Clara Ng. Kisah ditulis modis dengan gaya lembut tapi kuat ini menyuarakan keberanian serta kekuatan yang (selalu) ada di setiap hati kita semua.","Indonesian Literature, Novels, Romance, Fiction, Chick Lit, Family, Drama","361 pages, Paperback","April 19, 2006 by Gramedia Pustaka Utama",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1579420965i/1498708.jpg,"Siska (Clara Ng), Indah Juwita Purnama, Rosi, Novera, Nung",9789792220698 (ISBN10: 9792220690),Indonesian
Blind Date,AliaZalea,,,"""""Anda ingin pasangan date Anda tingginya antara 165 hingga 180 sentimeter?"""" """"Betul."""" """"Untuk umur, Anda memilih antara 26 hingga 40. Betul?"""" """"Ya."""" """"Anda terbuka dipasangkan dengan laki-laki dari berbagai ras? Aku tertawa mengiyakan. """"Anda mengharuskan pasangan date Anda single dan unattached. Apakah Anda bersedia dating dengan laki-laki yang statusnya baru 'pisah' dengan istri mereka?"""" """"Nggak. Saya ingin laki-laki single, se-single-single-nya.""""  Rencana hidup Titania Larasati buyar setelah menemukan Brandon, pacarnya selama tiga tahun, berselingkuh dengan sekretarisnya. Dalam usaha untuk melupakan kejadian itu dan kata-kata yang diucapkan oleh Brandon bahwa dialah satu-satunya laki-laki yang akan pernah menginginkannya, Titania rela mengeluarkan dua ribu dolar untuk memperoleh jasa blind date profesional, yang menjanjikan sebuah pernikahan dalam waktu kurang dari enam bulan. Dengan bantuan adiknya yang suka sok tahu dan agen blind date yang pantang menyerah, Titania bertekad membuktikan bahwa Brandon salah.","Romance, Novels, Indonesian Literature, Adult, Chick Lit, Fiction, Contemporary","272 pages, Paperback","June 1, 2010 by PT Gramedia Pustaka Utama",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1277396758i/8500168.jpg,"Adriana Amandira, Titania Larasati, Reilley",9789792258899 (ISBN10: 9792258892),Indonesian
Projo & Brojo,Arswendo Atmowiloto,,,"Brojo melihat garis kematian, dan ia mendekat tanpa bisa menahan. Itu terjadi ketika bengkel tempat kerjanya digusur, dan dirinya menjadi penganggur. Wisuni, istrinya yang lugu, dikirim pulang kampung. Ceritanya belum sepenuhnya rampung, karena Brojo mendapat pekerjaan menggantikan Projo yang berada dalam penjara. Brojo sempat berlatih keras untuk menjadi Projo.  Namun ada yang tidak disiapkan. Bagaimana kekasih-kekasih Brojo yang menemui di penjara? Akankah dipacari juga oleh Brojo? Bagaimana dengan istri Projo, akankah diperistri juga, karena itu dimungkinkan terjadi di penjara?  Projo sendiri menemukan istrinya tidak sepenuhnya setia, justru dengan orang yang selama ini dianggap sahabat dan penolongnya.  Wisuni nekat dan datang ke Jakarta, untuk sementara malah tinggal bersama Projo. Dan ketika Projo menemukan kedamaian, bisa menerima apa yang terjadi selama ini dalam hidupnya, ia ingin kembali ke penjara.  Wisuni yang setia, tabah, mencintai suaminya, malah melarangnya. Setidaknya untuk beberapa hari. Kenapa?  Projo dan Brojo ditulis pengarangnya ketika berada dalam penjara, dengan bahasa yang irit dalam dialog. Kadang juga menyimpang apakah dialog itu diucapkan Projo atau Brojo, istri atau kekasih, sahabat atau pengkhianat, pembantu atau entah siapa. Mungkin bisa siapa saja. Apakah harus berbeda antara Projo dan Brojo? Yang tetap abadi ternyata cinta, juga ketulusan menjalaninya.","Novels, Fiction, Indonesian Literature, Collections","368 pages, Paperback","September 1, 2009 by PT Gramedia Pustaka Utama",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1299259597i/982515.jpg,,9789792249507,Indonesian
Dan Hujan Pun Berhenti,Farida Susanty,,,"Leo has a very gloomy past life. This past life creates a great longing to end his life. His family is rich but devastated The one and only who is closest to him left him, which makes him so saddened that he decides to run away from his home.  Intimidating yet adored by girls in his school, Leo has four loyal friends whom he doesn't fully trust. In fact, Leo never trusts anyone, he always feels that he will be backstabbed eventually. Until one moment, he meets a young girl who is fixing up a rain doll.  He then asks her, “Hey, why do you fix it up?”  “So that the rain won’t come.”  “What if rain does come?”  “I will be dead even before I killed myself.”  “Do you want to kill yourself?”  “I will, if the rain doesn’t come”  And one day, the rain stops …  This novel tells a story of family, hardship, friendship, tears, and love.","Indonesian Literature, Novels, Romance, Fiction, Young Adult, Drama, Teen","322 pages, Paperback","January 1, 2007 by Grasindo",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1331283250i/1328354.jpg,"Iris (divers), Leostrada, Spiza",(ISBN10: 9797597091),Indonesian
Kerumunan Terakhir,Okky Madasari,,,"Sepotong kisah tentang kegagapan manusia di tengah zaman yang berubah cepat, yang tak memberi kesempatan setiap orang untuk diam dan mengenang, berhenti dan kembali ke belakang.  Dari satu kerumunan ke kerumunan lainnya, dalam kebisingan dan keasingan, generasi zaman ini berbondong-bondong meninggalkan masa lalu menuju masa depan.  Tapi di manakah masa depan itu?","Fiction, Novels, Indonesian Literature, Asian Literature","360 pages, Paperback","May 2, 2016 by Gramedia Pustaka Utama",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1460375733i/29876444.jpg,,9786020325439 (ISBN10: 6020325431),Indonesian
Sintren,Dianing Widya Yudhistira,,,"Saraswati, seorang murid cerdas dari keluarga miskin, terpaksa menuruti permintaan ibunya untuk menjadi seorang sintren, karena gagal menikah dengan Kirman, anak juragan Wargo. Dalam hitungan Saraswati, dengan menjadi sintren dirinya bisa ikut membiayai sekolahnya.  Apa lacur, yang terjadi justru ia menerima cercaan dari lingkungannya. Meski usianya baru 13 tahun, semenjak menjadi sintren. Saraswati semakin menunjukkan pesonanya sebagai pujaan lelaki - baik yang bujangan maupun yang sudah beristri, dari segala lapisan dan golongan - sehingga menjadi pusat hinaan kaum istri. Saraswati juga menyebabkan seorang gurunya, Ibu Kartika, memilih mengakhiri hidupnya karena tak bisa menerima kenyataan mantan kekasihnya menjadi gila lantaran cintanya bertepuk sebelah tangan pada Saraswati.  Sintren Saraswati benar-benar bak bintang yang sedang bersinar terang. Tetapi, mengapa akhirnya ia hanya bersedia menerima lamaran duda tua-yang tak sempat menyentuhnya karena keburu meninggal? Pun, ketika ia memutuskan menikah lagi, mengapa suami-suami berikunya juga menemui nasib serupa, meninggal dalam hitungan hari setelah masa pernikahan? Apa penyebabnya dan mengapa pula kemarahan kaum istri memuncak hingga berniat membakar rumahnya? Dianing Widya Yudhistira, pengarag yang produkstik mencipta puisi dan cerita pendek, menceritakannya denga gaya bahasa lisan yang sangat memikat.","Indonesian Literature, Fiction","295 pages, Paperback","January 1, 2007 by Grasindo",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1493700168i/2312918.jpg,,,Indonesian
Test Pack,Ninit Yunita,,,"Sebagian dari kita mungkin ada yang mencintai seseorang karena keadaan sesaat. Karena dia baik, karena dia pintar, even mungkin karena dia kaya. Tidak pernah terpikir apa jadinya, kalau dia mendadak jahat, mendadak tidak sepintar dahulu, atau mendadak miskin.  Will you still love them, then?  That's why you need commitment.  Don't love someone because of what/how/who they are.  From now on, start loving someone, because you want to.  DDC: 813","Indonesian Literature, Romance, Fiction, Novels, Chick Lit, Contemporary Romance, Adult","202 pages, Paperback","November 1, 2005 by Gagas Media",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1460296324i/1242932.jpg,,(ISBN10: 9793600969),Indonesian
Arumdalu,Junaedi Setiyono,,,"Tiap-tiap sejarah besar diwarnai kejadian kecil yang kadang lebih menarik daripada peristiwa besar itu sendiri  Arumdalu adalah nama tambahan bagi Raden Ayu Danti. Arumdalu, nama Jawa untuk bunga sedap malam, menjadi nama yang melekatinya lantaran kesukaannya menyuntingkan bunga itu di rambutnya.  Pada awal meletusnya Perang Jawa, awal 1825, hampir semua orang Salatiga, terutama kaum lelakinya, mengenal Danti Arumdalu. Orang-orang selalu menghubungkannya dengan kehidupan malam. Selanjutnya Arumdalu dikasak-kusukkan sebagai pelacur kelas tinggi, simpanan seorang bangsawan kaya raya dari Ngayogyakarta Hadiningrat.  Dari sudut pandang pengawalnya, Ki Brontok, kisah tentang Arumdalu ini dituturkan. Dari keterlibatannya dengan pembunuhan jagal sapi Ki Abilawa, kisah ini mengalir. Dan alirannya harus sampai pada upaya pembebasan seorang panglima laskar Dipanegaran yang termashur, Kiai Maja, yang ditangkap dan kemudian disekap di Benteng Salatiga. Namun, misi itu menjadi begitu rumit dan diperumit lagi dengan persoalan yang menggejolak di dalam dada para pembebas, persoalan manusia yang tidak dapat memungkiri jeritan hati nuraninya.  Junaedi Setiyono menulis cerpen, puisi, dan novel. Novel pertamanya, Glonggong (Serambi, 2007) merupakan salah satu pemenang Sayembara Menulis Novel DKJ 2006 dan menjadi finalis Khatulistiwa Literary Award 2008. Kini dia mengajar dan tinggal di Purwerejo.","Indonesian Literature, Historical Fiction","378 pages, Paperback","May 1, 2010 by Serambi",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1273626896i/8175983.jpg,,9789790242104,Indonesian
Beauty and The Best,Luna Torashyngu,Beauty and The Best (#1),,"Ira punya semua yang diinginkan cewek seusianya: kecantikan, profesi model, kepopuleran di sekolah, dan cowok yang keren dan tajir. Cuma satu kelemahan Ira: kalo ulangan pelajaran eksakta, nilainya nggak pernah lebih dari empat! Ini jelas lampu kuning buat Ira, apalagi dia udah kelas tiga SMA.  Karena itu, saat Ira nerima tantangan untuk bertaruh, siapa yang bisa lulus SPMB dan masuk perguruan tinggi dan jurusan yang passing grade-nya lebih tinggi, jelas teman-temannya nggak percaya. Jelas itu mission impossible! Gimana nggak? Lawannya Kelly, cewek paling pinter di sekolahnya!  Tapi Ira cuek. Dengan segala cara dia berusaha memenangkan taruhannya dengan Kelly, termasuk meninggalkan dunia model, dan minta diajar privat Aldo, anak """"aneh"""" dan nggak punya teman di kelas, tapi pinter banget. Ira ingin ngebantah mitos yang mengatakan cewek cakep tuh kemampuan otaknya payah. Ira pengin semua orang tahu model kayak dia juga bersaing dengan ribuan lulusan SMA lain, dan masuk perguruan tinggi negeri terfavorit di negeri ini melalui jalur SPMB.","Indonesian Literature, Novels, Romance, Fiction, Contemporary, School, Young Adult","204 pages, Paperback","January 1, 2006 by Gramedia Pustaka Utama",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1485760040i/3053115.jpg,,(ISBN10: 9792221611),Indonesian
